region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
Austria,Historical,EV sales,Cars,FCEV,2018,Vehicles,7.0,61117.0,275.0,6.495172136378212,1035.2903508362672,37.07,31.0,112.73,2408.0,7.0,269.0,35244.0
Austria,Historical,EV stock,Cars,FCEV,2018,Vehicles,24.0,55059.3652884613,591.0,4.12,2518.644908825499,616.2450013910961,43.0,72.76,1431.0,6.0,284.0,65977.0
Austria,Historical,EV stock,Cars,PHEV,2018,Vehicles,5700.0,79691.0,206.0,2.58,3926.0,323.5,71.0,344.66,1751.6187357647307,5.0,179.0,57491.0
Austria,Historical,EV charging points,EV,Publicly available fast,2018,charging points,0.100000001490116,55117.80811917331,351.0,10.43,3016.0,423.45,31.25583738214047,59.83,1585.0,3.0,237.0,82740.0
Austria,Historical,EV charging points,EV,Publicly available slow,2018,charging points,0.100000001490116,41908.0,338.0,10.77,1722.0,232.81,21.0,62.13,1877.0,2.0,187.72276599658224,81716.0
Austria,Historical,EV sales share,Cars,EV,2018,percent,2.59999990463257,40293.0,406.0,8.17,1112.0,180.59,38.0,84.96135066908661,2299.0,4.579520176556469,263.0,13392.0
Austria,Historical,EV stock share,Cars,EV,2018,percent,0.529999971389771,54951.07773702116,324.7684005424876,9.38,1662.0,180.83,49.0,180.15,1021.0,7.0,87.0,50168.49771245653
Austria,Historical,EV stock share,Cars,EV,2019,percent,0.75,39346.0,251.0,9.49,2515.71121332707,242.7093137819009,50.92297960349643,243.03,1404.0,4.486612390959355,164.0,15238.0
Austria,Historical,EV sales share,Cars,EV,2019,percent,3.5,31594.0,174.0,1.41,1812.0,126.12,63.0,368.6185983832123,1745.9699146553764,4.0,188.3778728673712,50175.53159749309
Austria,Historical,EV charging points,EV,Publicly available fast,2019,charging points,0.100000001490116,64152.0,190.0,3.84,4188.0,318.29,81.0,426.32,1374.0,6.0,149.0,73668.0
Austria,Historical,EV charging points,EV,Publicly available slow,2019,charging points,0.100000001490116,79559.0,206.0,6.435519665880094,1433.964752864893,24.88,62.0,300.97,1704.0,2.0,197.0,29561.0
Austria,Historical,EV stock,Cars,PHEV,2019,Vehicles,8000.0,43602.0,497.0,3.96,928.0,290.95587114388223,37.0,74.45,2149.0,2.0,112.0,64165.0
Austria,Historical,EV stock,Cars,FCEV,2019,Vehicles,41.0,60139.0,456.0,11.29,2941.0,536.44,97.0,282.9710554459732,1764.0,2.0,121.0,72968.0
Austria,Historical,EV sales,Cars,FCEV,2019,Vehicles,19.0,72447.0,168.0,5.82,2930.0,196.9,49.0,291.67,1548.0,6.0,256.0,50163.02087818373
Austria,Historical,EV stock,Cars,BEV,2019,Vehicles,30000.0,74902.0,356.78201686228795,6.358365990138365,3267.0,469.14,44.0,144.37624812999664,2171.0,7.0,75.0,12396.0
Austria,Historical,EV sales,Cars,BEV,2019,Vehicles,9300.0,31976.0,537.0,10.42,4681.0,1005.48,43.0,80.07,1745.157098593743,3.0,243.0,40716.0
Austria,Historical,EV sales,Cars,PHEV,2019,Vehicles,2200.0,71033.0,347.826780605588,7.61,2467.0,349.36575122454343,24.0,77.67,2361.0,3.0,211.0,86048.0
Austria,Historical,EV sales,Cars,PHEV,2020,Vehicles,7600.0,55208.48478123114,488.0,10.22,3584.0,699.6,53.44731775160811,84.02,1749.2323610076332,2.0,210.0,71184.0
Austria,Historical,EV sales,Cars,BEV,2020,Vehicles,16000.0,54791.69436196697,201.0,3.51,664.0,53.39,44.0,218.91,2163.0,5.0,249.0,97231.0
Austria,Historical,EV stock,Cars,BEV,2020,Vehicles,45000.0,38551.0,150.0,1.16,1906.0,55.942390060906064,60.58863940252887,373.33,1055.0,6.0,123.0,85747.0
Austria,Historical,EV sales,Cars,FCEV,2020,Vehicles,14.0,74039.0,499.1256613692218,8.94,4056.193101187193,744.84,90.0,220.45572555153694,1861.0,5.0,242.0,32482.0
Austria,Historical,EV stock,Cars,FCEV,2020,Vehicles,45.0,52533.0,268.0,7.17,2938.0,318.72700673491426,74.0,276.12,1903.0,3.0,186.8931568307269,43925.0
Austria,Historical,EV stock,Cars,PHEV,2020,Vehicles,15000.0,63210.0,591.0,10.3,1718.0,480.51353526251995,99.0,167.51,1269.0,4.0,209.0,67818.0
Austria,Historical,EV charging points,EV,Publicly available fast,2020,charging points,0.100000001490116,50007.0,304.0,10.88,2984.223618358088,373.56,47.0,154.61,2316.0,4.557371239056297,246.0,42534.0
Austria,Historical,EV charging points,EV,Publicly available slow,2020,charging points,0.100000001490116,54449.0,140.0,6.42,2435.0,136.36,52.0,371.43,2387.0,4.512961002853256,131.0,56724.0
Austria,Historical,EV sales share,Cars,EV,2020,percent,9.5,55405.039437049185,525.0,7.13,4985.0,880.9279321820156,72.0,133.0409948514815,1095.0,3.0,119.0,57678.0
Austria,Historical,EV stock share,Cars,EV,2020,percent,1.20000004768372,32206.0,367.0,11.27,3091.0,453.76,34.4417317810386,68.12,1034.0,4.483314453753921,124.0,50175.11597856107
Austria,Historical,EV stock share,Cars,EV,2021,percent,2.09999990463257,48217.0,269.0,1.29,398.0,42.82,51.65705757657382,245.35,1035.0,4.468895845354288,212.0,44154.0
Austria,Historical,EV sales share,Cars,EV,2021,percent,20.0,72884.0,123.0,3.97,2551.0,125.51,42.0,316.8119946721627,2257.0,2.0,148.0,50162.96319447967
Austria,Historical,EV charging points,EV,Publicly available fast,2021,charging points,1600.0,56548.0,324.0,9.84,3898.0,505.18,97.0,375.7968100528524,2094.0,4.481683417099246,253.0,5845.0
Austria,Historical,EV charging points,EV,Publicly available slow,2021,charging points,8900.0,55164.97391234823,365.0,7.55,3482.0,503.2962498210397,36.0,98.63,1292.0,4.0,233.0,99231.0
Austria,Historical,EV stock,Cars,PHEV,2021,Vehicles,29000.0,54880.55758222471,182.75705405069718,6.480985664323335,1300.0,81.12,83.0,532.05,1909.0,4.449480948044542,218.0,96549.0
Austria,Historical,EV stock,Cars,FCEV,2021,Vehicles,55.0,31276.0,193.0,11.71,913.0,70.48,96.0,488.6019424842772,1116.0,6.0,87.0,67967.0
Austria,Historical,EV sales,Cars,FCEV,2021,Vehicles,14.0,69867.0,305.0,8.66,255.0,-29.48716489773153,67.0,219.67,1011.0,2.0,181.0,50164.23526258545
Austria,Historical,EV stock,Cars,BEV,2021,Vehicles,77000.0,72731.0,147.0,2.83,3051.0,179.4,30.0,249.6106844390931,1160.0,4.0,89.0,31127.0
Austria,Historical,EV sales,Cars,BEV,2021,Vehicles,33000.0,55340.67747847494,445.0,11.34,4366.0,701.9103213930243,97.0,217.98,2025.0,6.0,116.0,50167.939042177466
Austria,Historical,EV sales,Cars,PHEV,2021,Vehicles,15000.0,55753.0,159.0,4.66,2347.7058669766193,125.86,48.0,301.89,1749.230853705458,7.0,186.69080410631537,62957.0
Austria,Historical,EV sales,Cars,PHEV,2022,Vehicles,13000.0,37069.0,166.0,5.92,2127.0,141.23,84.0,453.2874933297811,1176.0,7.0,264.0,84756.0
Austria,Historical,EV sales,Cars,BEV,2022,Vehicles,34000.0,39909.0,317.0,9.89,4615.0,585.18,68.0,214.51,1241.0,3.0,148.0,98716.0
Austria,Historical,EV stock,Cars,BEV,2022,Vehicles,110000.0,46531.0,496.0,6.63,4679.0,928.31,92.0,185.48,1747.2394894920753,6.0,205.0,50170.536624299275
Austria,Historical,EV sales,Cars,FCEV,2022,Vehicles,14.0,30301.0,194.0,2.99,4147.0,321.81,43.0,221.65,1927.0,6.0,198.0,83618.0
Austria,Historical,EV stock,Cars,FCEV,2022,Vehicles,62.0,34056.0,440.0,6.467477469200802,4922.0,866.27,46.0,104.55,1896.0,4.0,117.0,85996.0
Austria,Historical,EV stock,Cars,PHEV,2022,Vehicles,42000.0,54930.665324214955,214.0,6.5318180097252,1547.2231693296967,56.15,75.0,350.47,2115.0,4.0,292.0,76973.0
Austria,Historical,EV charging points,EV,Publicly available fast,2022,charging points,2600.0,55273.41419333848,594.0,10.72,3854.0,915.71,34.0,57.24,2435.0,4.466411247261641,127.0,50168.04373845131
Austria,Historical,EV charging points,EV,Publicly available slow,2022,charging points,13000.0,67955.0,379.0,5.49,4473.635497620813,686.9,61.0,160.95,2075.0,3.0,253.0,55357.0
Austria,Historical,EV sales share,Cars,EV,2022,percent,22.0,75288.0,272.0,5.92,361.0,39.28,38.0,139.71,1393.0,5.0,182.0,95027.0
Austria,Historical,EV stock share,Cars,EV,2022,percent,3.0,66996.0,338.0,8.34,658.0,88.96,61.0,180.47,1751.2646793277993,4.516114175212278,130.0,73830.0
Austria,Historical,EV stock share,Cars,EV,2023,percent,4.40000009536743,47046.0,368.0,2.38,3751.0,552.15,35.649855967206804,70.65,1747.8545351820533,5.0,187.24649800706095,60714.0
Austria,Historical,EV sales share,Cars,EV,2023,percent,26.0,62367.0,312.0,10.73,2384.8450426794734,283.92,38.0,121.79,1717.0,4.538007526899972,243.0,22008.0
Austria,Historical,EV charging points,EV,Publicly available fast,2023,charging points,2500.0,66313.0,252.0,8.6,2783.0,280.53,50.92178941059399,238.1,1824.0,6.0,216.0,24550.0
Austria,Historical,EV charging points,EV,Publicly available slow,2023,charging points,15000.0,55419.102576969744,287.0,6.465249598781264,4944.0,629.9107342493494,89.0,374.7754331991348,1748.261543614279,5.0,186.57575932772806,50167.82009550985
Austria,Historical,EV stock,Cars,PHEV,2023,Vehicles,61000.0,54264.0,133.0,4.14,2438.0,129.7,80.0,601.5,1749.2290586834813,3.0,275.0,68523.0
Austria,Historical,EV stock,Cars,FCEV,2023,Vehicles,89.0,51723.0,149.0,9.56,4702.0,280.24,73.0,397.93237743780867,2045.0,5.0,243.0,58649.0
Austria,Historical,EV sales,Cars,FCEV,2023,Vehicles,9.0,77544.0,534.0,6.345786570292614,2552.9215392828337,560.1329826828041,40.0,74.91,1791.0,2.0,96.0,50161.53883552239
Austria,Historical,EV stock,Cars,BEV,2023,Vehicles,160000.0,78941.0,440.0,2.41,3338.0,565.685803906739,25.0,56.82,1025.0,2.0,102.0,22033.0
Austria,Historical,EV sales,Cars,BEV,2023,Vehicles,48000.0,35283.0,532.0,7.6,5748.422459184767,1044.21,86.0,161.65,1486.0,4.452066277384308,290.0,58649.0
Austria,Historical,EV sales,Cars,PHEV,2023,Vehicles,17000.0,75275.0,546.0,4.47,2036.0,444.66,64.59953528950889,89.74,1523.0,6.0,224.0,50162.30661997307
Belgium,Historical,EV stock,Buses,BEV,2010,Vehicles,3.0,53316.0,557.0,10.86,2412.0,537.39,59.0,105.92,2144.0,3.0,275.0,59350.0
Belgium,Historical,EV sales,Vans,BEV,2010,Vehicles,7.0,55007.677450454896,201.0,10.88,2150.1288444275688,142.31,78.0,397.6721076477092,2257.0,3.0,145.0,89932.0
Belgium,Historical,EV stock,Vans,BEV,2010,Vehicles,62.0,35869.0,338.0,8.43,3298.0,442.1303727109783,66.0,195.27,1483.0,2.0,146.0,69474.0
Belgium,Historical,EV sales,Cars,BEV,2010,Vehicles,48.0,59170.0,319.0,11.05,3715.0,474.03,39.0,122.26,2068.0,3.0,79.0,66591.0
Belgium,Historical,EV stock,Cars,BEV,2010,Vehicles,61.0,55232.721508990784,514.0,3.36,3615.0,743.24,83.0,188.7500928624515,1823.0,4.0,162.0,50168.091644410495
Belgium,Historical,EV sales,Cars,PHEV,2010,Vehicles,8.0,44074.0,332.0,4.6,2249.0,298.67,60.0,180.72,1106.0,6.0,83.0,41532.0
Belgium,Historical,EV sales share,Cars,EV,2010,percent,0.009999999776483,79537.0,388.0,11.93,3545.0,550.18,48.0,123.71,2311.0,6.0,217.0,79750.0
Belgium,Historical,EV stock,Cars,FCEV,2010,Vehicles,1.0,62138.0,431.0,6.465320307599934,-101.86318146077792,21.89,43.43033714375228,62.65,2365.0,2.0,284.0,22894.0
Belgium,Historical,EV stock,Cars,PHEV,2010,Vehicles,9.0,55371.699992706395,193.0,10.24,4400.0,339.68,84.0,435.23,2335.0,5.0,298.0,26162.0
Belgium,Historical,EV stock,Trucks,BEV,2010,Vehicles,2.0,69814.0,455.0,4.0,3463.0,630.27,62.529869453602856,152.2708038726501,1406.0,2.0,214.0,3073.0
Belgium,Historical,EV stock share,Buses,EV,2010,percent,0.018999999389052,30071.0,378.0,6.488619943336437,252.0,38.1,48.176742702401214,134.92,1146.0,4.493825145087511,117.0,2340.0
Belgium,Historical,EV sales share,Vans,EV,2010,percent,0.013000000268221,73702.0,224.0,3.72,2849.0,255.27,42.0,239.04012324139694,1750.8097924325125,4.0,168.0,49550.0
Belgium,Historical,EV stock share,Vans,EV,2010,percent,0.010999999940395,55304.51749309769,168.0,5.0,4381.0,294.4,44.0,280.27670386346256,1207.0,2.0,113.0,84135.0
Belgium,Historical,EV stock share,Cars,EV,2010,percent,0.001300000003539,33297.0,512.0,3.41,1830.0,374.78,84.0,185.65766217975647,1707.0,3.0,153.0,50175.00604160562
Belgium,Historical,EV stock share,Trucks,EV,2010,percent,0.001300000003539,55275.71755932417,463.0,4.21,3890.0,720.43,41.0,59.8329050042621,2310.0,6.0,289.0,50168.03912951151
Belgium,Historical,EV stock share,Trucks,EV,2011,percent,0.00400000018999,76424.0,354.64597226278147,10.19,94.0,15.49,27.0,81.29988381218496,2094.0,7.0,255.0,528.0
Belgium,Historical,EV stock share,Cars,EV,2011,percent,0.00650000013411,51059.0,228.0,10.15,3534.0,322.3,62.0,271.93,1182.0,3.0,193.0,29396.0
Belgium,Historical,EV sales share,Trucks,EV,2011,percent,0.009800000116229,44831.0,148.0,5.91,1735.0,102.71,57.0,385.14,1294.0,6.0,250.0,35198.0
Belgium,Historical,EV stock share,Vans,EV,2011,percent,0.013000000268221,41154.0,546.0,6.4332316248203,780.0,305.4770682275726,68.0,124.54,1059.0,7.0,88.0,50172.80114509436
Belgium,Historical,EV sales share,Vans,EV,2011,percent,0.039000000804663,55137.656471947674,138.0,7.11,2874.0,158.64,90.0,652.17,2439.0,3.0,186.71094018531016,60625.0
Belgium,Historical,EV stock share,Buses,EV,2011,percent,0.018999999389052,50516.0,121.0,11.64,4370.0,211.51,28.0,231.4,2104.0,5.0,133.0,92900.0
Belgium,Historical,EV stock,Trucks,BEV,2011,Vehicles,6.0,58602.0,406.0,6.31,2660.0,431.98,92.0,299.20359310595865,1134.0,6.0,294.0,17205.0
Belgium,Historical,EV sales,Trucks,BEV,2011,Vehicles,1.0,38972.0,190.0,6.550755187494943,1165.0,88.54,47.0,247.37,1034.0,2.0,224.0,92525.0
Belgium,Historical,EV stock,Cars,PHEV,2011,Vehicles,26.0,37239.0,271.0,8.89,2337.0,253.33,32.0,118.08,1537.0,2.0,233.0,61698.0
Belgium,Historical,EV stock,Cars,FCEV,2011,Vehicles,1.0,32589.0,165.0,8.75,3594.0,237.2,78.0,472.73,1328.0,2.0,197.0,10472.0
Belgium,Historical,EV sales share,Cars,EV,2011,percent,0.052000001072884,31430.0,466.0228087137622,6.480920101593669,1646.0,345.66,43.81937183838271,43.81,1950.0,5.0,151.0,31455.0
Belgium,Historical,EV sales,Cars,PHEV,2011,Vehicles,16.0,44421.0,261.98960636828986,6.540727790432743,4005.0,413.32,20.0,77.52,2363.0,4.0,187.42745786119363,75321.0
Belgium,Historical,EV stock,Cars,BEV,2011,Vehicles,320.0,38055.0,478.76891983755286,5.12,633.0,148.88,92.0,156.46,1747.809208167399,7.0,218.0,74178.0
Belgium,Historical,EV sales,Cars,BEV,2011,Vehicles,280.0,59223.0,488.0,6.499444910715728,224.0,43.72,33.0,67.62,1389.0,5.0,186.6135387598373,99182.0
Belgium,Historical,EV stock,Vans,BEV,2011,Vehicles,79.0,54882.952482585635,175.32926901633974,6.501392591880284,1235.0,-5.427557367159238,97.0,538.89,1717.0,2.0,228.0,78822.0
Belgium,Historical,EV sales,Vans,BEV,2011,Vehicles,25.0,55408.66847752879,-186.62468440484304,6.4855656198607665,4769.0,190.76,90.0,900.0,1996.0,7.0,144.0,50167.87171954669
Belgium,Historical,EV stock,Buses,BEV,2011,Vehicles,3.0,35981.0,448.56981604415785,5.23,2146.613351956274,393.84,44.784193266596134,60.91,1747.0093397010635,7.0,260.0,66222.0
Belgium,Historical,EV stock,Buses,BEV,2012,Vehicles,3.0,33594.0,160.0,4.43,416.0,26.62,35.0,278.8331886966553,2429.0,6.0,263.0,58918.0
Belgium,Historical,EV sales,Vans,BEV,2012,Vehicles,260.0,71784.0,105.0,4.49,2584.1206166452953,106.43,32.0,304.76,1387.0,4.0,99.0,2073.0
Belgium,Historical,EV stock,Vans,BEV,2012,Vehicles,330.0,55329.74926185158,198.0,6.522451321763736,4285.0,339.37,96.0,456.5203343298762,2458.0,4.529959866063281,243.0,60995.0
Belgium,Historical,EV sales,Cars,BEV,2012,Vehicles,570.0,48502.0,237.0,11.58,1811.0,125.17267790717011,80.0,379.61455859276276,1050.0,6.0,260.0,14875.0
Belgium,Historical,EV stock,Cars,BEV,2012,Vehicles,830.0,68515.0,517.0,8.84,856.1961535029723,281.04,21.0,40.62,2162.0,7.0,275.0,63145.0
Belgium,Historical,EV sales,Cars,PHEV,2012,Vehicles,340.0,54895.19874662011,225.0,6.492391668777679,1179.0,106.11,49.0,217.78,1748.876275910474,4.0,248.0,50168.60688566728
Belgium,Historical,EV sales share,Cars,EV,2012,percent,0.189999997615814,65282.0,422.0,6.439970129011683,3391.0,572.4,46.0,109.0,1721.0,2.0,186.02281975162745,76062.0
Belgium,Historical,EV stock,Cars,FCEV,2012,Vehicles,1.0,51030.0,336.0,4.18,1812.0,243.53,33.0,98.21,1432.0,3.0,186.0,71049.0
Belgium,Historical,EV stock,Cars,PHEV,2012,Vehicles,350.0,45256.0,578.0,6.427005797189227,851.0,370.69384139272455,31.0,53.63,2224.0,5.0,183.0,41398.0
Belgium,Historical,EV stock,Trucks,BEV,2012,Vehicles,7.0,44872.0,599.0,6.493516950454932,451.0,108.06,78.0,130.22,1748.192870809339,7.0,165.0,61310.0
Belgium,Historical,EV stock share,Buses,EV,2012,percent,0.018999999389052,36120.0,199.0,7.63,3238.5199596549305,301.13,69.0,346.73,1155.0,5.0,75.0,40151.0
Belgium,Historical,EV sales share,Vans,EV,2012,percent,0.46000000834465,55163.82203832188,248.0,2.94,3180.0,315.46,51.0,205.65,1167.0,6.0,186.6702709089548,50168.18353587413
Belgium,Historical,EV stock share,Vans,EV,2012,percent,0.052999999374151,49634.0,311.0,6.563227540125315,4891.0,608.44,56.0,180.06,1201.0,5.0,298.0,76019.0
Belgium,Historical,EV stock share,Cars,EV,2012,percent,0.021999999880791,61114.0,591.0,1.2,2565.63166668916,613.0779935173844,79.27854816161359,142.13,1615.0,6.0,79.0,68125.0
Belgium,Historical,EV stock share,Trucks,EV,2012,percent,0.004800000227988,33360.0,486.0,3.14,1382.0,268.66,63.0,129.63,2465.0,4.0,219.0,44887.0
Belgium,Historical,EV stock share,Trucks,EV,2013,percent,0.004800000227988,49311.0,464.0,6.423971742378522,2401.0,445.63,50.0,107.76,1606.0,6.0,75.0,49538.0
Belgium,Historical,EV stock share,Cars,EV,2013,percent,0.032999999821186,49484.0,480.0,1.51,2976.0,571.39,40.0,83.33,2039.0,6.0,211.0,50169.93550273819
Belgium,Historical,EV stock share,Vans,EV,2013,percent,0.06700000166893,56377.0,389.88504256423016,10.73,2600.0,409.76,56.72287238777338,170.05,1749.9709376910596,4.5219997654661785,284.0,82912.0
Belgium,Historical,EV sales share,Vans,EV,2013,percent,0.189999997615814,51956.0,538.0,6.408002131644682,3685.2829939474573,726.3,95.0,176.58,1768.0,4.0,78.0,94207.0
Belgium,Historical,EV stock share,Buses,EV,2013,percent,0.018999999389052,78043.0,436.5130352727422,11.43,2298.0,445.81,36.0,74.23,1599.0,4.505384393009531,189.0,97043.0
Belgium,Historical,EV charging points,EV,Publicly available fast,2013,charging points,47.0,37268.0,529.0,7.48,3870.0,818.89,77.0,145.56,1746.4332228845924,4.435538082164039,91.0,54620.0
Belgium,Historical,EV charging points,EV,Publicly available slow,2013,charging points,330.0,38037.0,280.0,6.515524396222166,1684.0,188.61,28.0,149.94449372349345,1803.0,3.0,155.0,76480.0
Belgium,Historical,EV stock,Trucks,BEV,2013,Vehicles,7.0,68038.0,124.0,6.479512856912051,1601.0,79.41,60.0,483.87,1751.6032394339165,4.461333687979409,267.0,84443.0
Belgium,Historical,EV stock,Cars,PHEV,2013,Vehicles,590.0,49542.0,347.18117450895437,11.59,1209.8802621739062,135.37,68.0,222.22,1558.0,5.0,187.19244579143654,50170.21221353869
Belgium,Historical,EV stock,Cars,FCEV,2013,Vehicles,1.0,50504.0,131.0,5.04,2929.0,181.4041433525378,52.0874051642993,335.88,2187.0,6.0,110.0,3210.0
Belgium,Historical,EV sales share,Cars,EV,2013,percent,0.119999997317791,55011.54828099281,482.0,3.3,1763.0,395.00894799569613,24.0,49.79,2409.0,5.0,204.0,14485.0
Belgium,Historical,EV sales,Cars,PHEV,2013,Vehicles,60.0,55280.940489794775,466.0,3.34,4278.0,797.42,39.0,83.69,1349.0,2.0,87.0,94581.0
Belgium,Historical,EV stock,Cars,BEV,2013,Vehicles,1200.0,54769.89427928756,122.53972224311201,5.08,483.0,24.54,98.0,771.65,1239.0,4.330752926705888,233.0,85843.0
Belgium,Historical,EV sales,Cars,BEV,2013,Vehicles,500.0,55407.27489126741,350.0,7.75,4852.0,679.28,91.0,260.0,1905.0,7.0,142.0,50167.83849713885
Belgium,Historical,EV stock,Vans,BEV,2013,Vehicles,430.0,47428.0,103.0,11.56,1779.0,73.29,29.0,291.15688852203346,1754.0,4.0,187.0,43672.0
Belgium,Historical,EV sales,Vans,BEV,2013,Vehicles,110.0,73448.0,390.0,4.48,4381.0,683.44,39.0,100.0,2354.0,6.0,185.42102078120226,50162.47933021159
Belgium,Historical,EV stock,Buses,BEV,2013,Vehicles,3.0,68560.0,398.0,4.02,3328.0,529.82,63.0,158.29,2449.0,4.0,279.0,50164.13177461883
Belgium,Historical,EV stock,Buses,BEV,2014,Vehicles,7.0,75925.0,251.0,11.23,2523.2675319765776,250.632408070905,24.0,148.66432338727702,1906.0,5.0,200.0,50162.041058487586
Belgium,Historical,EV sales,Vans,BEV,2014,Vehicles,99.0,64095.0,560.0,8.28,2386.0,534.46,97.0,198.59223797930832,1749.4789531700912,6.0,191.0,42619.0
Belgium,Historical,EV stock,Buses,PHEV,2014,Vehicles,32.0,50630.0,545.0,9.29,1726.0,376.27,79.0,144.95,1560.0,4.485469685024341,96.0,50169.7928397718
Belgium,Historical,EV stock,Vans,BEV,2014,Vehicles,520.0,55243.561125307686,358.0763699057831,1.46,3781.0,537.8095614467597,25.0,70.42,1035.0,4.477235069897014,120.0,50168.05271313832
Belgium,Historical,EV sales,Cars,BEV,2014,Vehicles,1300.0,64652.0,471.0,3.21,3203.0,603.45,72.0,152.87,1429.0,3.0,155.0,79833.0
Belgium,Historical,EV stock,Cars,BEV,2014,Vehicles,2200.0,68509.0,190.0,7.07,3739.0,284.16,57.0,300.0,1137.0,4.4820472550650265,182.0,21046.0
Belgium,Historical,EV sales,Buses,BEV,2014,Vehicles,3.0,79840.0,585.0,6.447096057527221,779.0,182.29,31.0,52.99,1074.0,2.0,191.0,90645.0
Belgium,Historical,EV sales share,Cars,EV,2014,percent,0.409999996423721,30498.0,387.0,4.87,1486.0,230.03,68.0,175.71,2267.0,4.533546647730617,111.0,50175.91775569228
